SFS :
allele count	avg# mutations	standard dev	coeff of variation (aka relative standard deviation)
158	0.000492336	1.35634e-05	0.027549
159	0.000489482	1.35911e-05	0.0277663
160	0.000486662	1.36458e-05	0.0280397
161	0.000483872	1.37237e-05	0.0283623
162	0.000481107	1.38208e-05	0.028727
163	0.000478363	1.39331e-05	0.0291266
164	0.000475651	1.4057e-05	0.0295532
165	0.00047295	1.41882e-05	0.0299993
166	0.000470273	1.43232e-05	0.0304573
167	0.000467613	1.44582e-05	0.0309191
168	0.000464925	1.45878e-05	0.0313767
169	0.000462289	1.4711e-05	0.0318221
170	0.000459674	1.48232e-05	0.0322472
171	0.000457061	1.49204e-05	0.0326442
172	0.000454461	1.49998e-05	0.0330057
173	0.000451857	1.5058e-05	0.0333246
174	0.000449261	1.50929e-05	0.0335949
175	0.000446656	1.51023e-05	0.0338119
176	0.000444054	1.50854e-05	0.033972
177	0.000441455	1.50419e-05	0.0340735
178	0.000438845	1.49721e-05	0.034117
179	0.000436237	1.48777e-05	0.0341047
180	0.000433633	1.47614e-05	0.0340413
181	0.00043102	1.46262e-05	0.0339339
182	0.000428415	1.44767e-05	0.0337913
183	0.000425807	1.43175e-05	0.0336244
184	0.000423199	1.4154e-05	0.0334453
185	0.000420609	1.39923e-05	0.0332668
186	0.000418026	1.38375e-05	0.0331019
187	0.000415456	1.36947e-05	0.0329631
188	0.000412904	1.35686e-05	0.0328614
189	0.000410372	1.34625e-05	0.0328054
190	0.000407867	1.33788e-05	0.0328018
191	0.00040538	1.33181e-05	0.0328533
192	0.000402928	1.32805e-05	0.03296
193	0.000400502	1.32639e-05	0.0331182
194	0.000398107	1.32657e-05	0.033322
195	0.000395745	1.32823e-05	0.0335628
196	0.00039342	1.33094e-05	0.03383
197	0.000391123	1.33422e-05	0.0341126
198	0.000388869	1.33765e-05	0.0343986
199	0.000386647	1.34077e-05	0.0346769
200	0.00038446	1.34319e-05	0.034937
201	0.00038231	1.34457e-05	0.0351697
202	0.000380186	1.34462e-05	0.0353675
203	0.000378091	1.34317e-05	0.035525
204	0.000376036	1.34014e-05	0.0356387
205	0.000374001	1.33546e-05	0.0357073
206	0.000371986	1.32916e-05	0.0357314
207	0.000369993	1.32138e-05	0.0357136
208	0.000368024	1.31232e-05	0.0356585
209	0.000366079	1.30221e-05	0.0355719
210	0.000364149	1.29132e-05	0.0354613
211	0.000362235	1.27996e-05	0.035335
212	0.000360329	1.26843e-05	0.0352021
213	0.000358432	1.25709e-05	0.0350719
214	0.000356557	1.24631e-05	0.0349539
215	0.000354695	1.23637e-05	0.0348572
216	0.000352838	1.22752e-05	0.03479
217	0.000350977	1.21998e-05	0.0347596
218	0.000349126	1.21398e-05	0.0347719
219	0.000347278	1.20961e-05	0.0348311
220	0.000345446	1.20698e-05	0.0349397
221	0.000343601	1.20598e-05	0.0350983
222	0.000341758	1.20659e-05	0.0353054
223	0.000339931	1.20873e-05	0.0355581
224	0.000338092	1.21211e-05	0.0358515
225	0.000336257	1.21656e-05	0.0361796
226	0.000334439	1.22188e-05	0.0365352
227	0.000332613	1.2277e-05	0.0369107
228	0.000330833	1.23394e-05	0.0372979
229	0.000329013	1.24e-05	0.0376886
230	0.000327189	1.24578e-05	0.0380751
231	0.000325377	1.25109e-05	0.0384505
232	0.00032357	1.25572e-05	0.0388083
233	0.000321765	1.2595e-05	0.0391434
234	0.000319977	1.26236e-05	0.0394516
235	0.000318201	1.26422e-05	0.0397301
236	0.000316434	1.26502e-05	0.0399773
237	0.000314671	1.26474e-05	0.0401926
238	0.000312927	1.26349e-05	0.0403764
239	0.00031118	1.26122e-05	0.0405303
240	0.000309464	1.25817e-05	0.0406564
241	0.000307755	1.25433e-05	0.0407575
242	0.000306068	1.24989e-05	0.0408368
243	0.000304382	1.24485e-05	0.0408977
244	0.000302729	1.23948e-05	0.0409435
245	0.000301086	1.23378e-05	0.0409776
246	0.000299451	1.22784e-05	0.0410031
247	0.000297836	1.2218e-05	0.0410227
248	0.000296237	1.21572e-05	0.0410386
249	0.000294669	1.2097e-05	0.0410527
250	0.000293109	1.20369e-05	0.0410662
251	0.00029157	1.19776e-05	0.0410795
252	0.000290049	1.19189e-05	0.0410929
253	0.000288539	1.18606e-05	0.0411058
254	0.000287054	1.18028e-05	0.041117
255	0.00028559	1.17448e-05	0.0411247
256	0.000284124	1.16851e-05	0.0411269
257	0.000282687	1.16243e-05	0.0411207
258	0.000281255	1.15604e-05	0.041103
259	0.000279842	1.14933e-05	0.0410706
260	0.000278426	1.1421e-05	0.0410198
261	0.000277019	1.13431e-05	0.0409469
262	0.000275634	1.12593e-05	0.0408486
263	0.00027425	1.11679e-05	0.0407218
264	0.000272878	1.1069e-05	0.0405637
265	0.000271515	1.09618e-05	0.0403727
266	0.000270158	1.08461e-05	0.0401474
267	0.000268801	1.0722e-05	0.0398884
268	0.000267442	1.05899e-05	0.0395968
269	0.000266094	1.0451e-05	0.0392758
270	0.000264752	1.03067e-05	0.0389295
271	0.000263415	1.01583e-05	0.038564
272	0.000262079	1.00079e-05	0.0381868
273	0.00026074	9.85768e-06	0.0378065
274	0.000259414	9.71074e-06	0.0374334
275	0.000258096	9.56979e-06	0.0370784
276	0.000256753	9.43645e-06	0.0367531
277	0.000255445	9.3158e-06	0.0364689
278	0.000254138	9.20926e-06	0.0362373
279	0.000252845	9.1197e-06	0.0360683
280	0.000251564	9.04892e-06	0.0359706
281	0.000250277	8.9977e-06	0.0359509
282	0.000248997	8.96726e-06	0.0360135
283	0.000247736	8.9582e-06	0.0361603
284	0.000246476	8.96932e-06	0.0363902
285	0.000245231	8.99998e-06	0.0367001
286	0.000243981	9.04786e-06	0.0370842
287	0.00024274	9.11135e-06	0.0375354
288	0.00024152	9.18857e-06	0.0380448
289	0.000240302	9.27628e-06	0.0386026
290	0.000239084	9.37182e-06	0.0391988
291	0.000237878	9.47304e-06	0.0398231
292	0.000236666	9.57676e-06	0.0404653
293	0.00023546	9.68108e-06	0.0411156
294	0.000234258	9.78374e-06	0.0417649
295	0.00023307	9.88325e-06	0.0424046
296	0.00023188	9.97706e-06	0.0430267
297	0.000230687	1.00635e-05	0.043624
298	0.0002295	1.01416e-05	0.0441899
299	0.000228319	1.021e-05	0.0447182
300	0.000227141	1.02676e-05	0.0452039
301	0.000225963	1.03134e-05	0.045642
302	0.000224785	1.03464e-05	0.0460282
303	0.000223617	1.03667e-05	0.0463591
304	0.000222445	1.0373e-05	0.0466318
305	0.000221281	1.03657e-05	0.0468442
306	0.000220124	1.03446e-05	0.0469945
307	0.000218971	1.03097e-05	0.0470826
308	0.000217822	1.02612e-05	0.0471083
309	0.000216675	1.01995e-05	0.047073
310	0.000215543	1.0126e-05	0.0469789
311	0.000214411	1.00406e-05	0.0468289
312	0.000213278	9.94459e-06	0.0466273
313	0.00021217	9.84029e-06	0.0463792
314	0.000211072	9.72843e-06	0.0460905
315	0.000209983	9.61054e-06	0.0457681
316	0.000208902	9.48827e-06	0.0454196
317	0.000207828	9.36334e-06	0.0450532
318	0.000206773	9.23805e-06	0.0446773
319	0.000205722	9.11366e-06	0.0443009
320	0.000204686	8.99237e-06	0.0439324
321	0.000203666	8.87583e-06	0.0435804
322	0.000202658	8.7655e-06	0.0432527
323	0.000201661	8.66254e-06	0.042956
324	0.00020065	8.56701e-06	0.0426963
325	0.000199671	8.48159e-06	0.0424778
326	0.000198712	8.40618e-06	0.0423034
327	0.000197757	8.34024e-06	0.0421742
328	0.000196817	8.28406e-06	0.0420902
329	0.00019589	8.23699e-06	0.0420491
330	0.000194974	8.19816e-06	0.0420475
331	0.000194067	8.16648e-06	0.0420808
332	0.000193167	8.14064e-06	0.0421431
333	0.000192272	8.11931e-06	0.0422283
334	0.000191391	8.10147e-06	0.0423293
335	0.000190512	8.08526e-06	0.0424397
336	0.000189631	8.06933e-06	0.0425528
337	0.000188758	8.05294e-06	0.0426627
338	0.000187892	8.03505e-06	0.0427641
339	0.00018703	8.01479e-06	0.0428529
340	0.000186171	7.99149e-06	0.0429256
341	0.000185312	7.96476e-06	0.0429803
342	0.000184451	7.93447e-06	0.0430167
343	0.000183599	7.9011e-06	0.0430346
344	0.000182741	7.86446e-06	0.043036
345	0.000181889	7.82537e-06	0.0430228
346	0.000181028	7.78395e-06	0.0429985
347	0.00018017	7.7413e-06	0.0429667
348	0.000179323	7.69852e-06	0.0429311
349	0.000178463	7.65533e-06	0.0428958
350	0.000177603	7.61277e-06	0.042864
351	0.000176739	7.5713e-06	0.0428389
352	0.000175872	7.53124e-06	0.0428224
353	0.000175	7.49274e-06	0.0428157
354	0.000174133	7.45623e-06	0.0428191
355	0.000173261	7.421e-06	0.0428313
356	0.000172394	7.38706e-06	0.04285
357	0.00017152	7.3535e-06	0.0428726
358	0.000170649	7.32011e-06	0.0428957
359	0.000169782	7.28617e-06	0.0429149
360	0.000168897	7.25015e-06	0.0429264
361	0.000168036	7.21316e-06	0.0429263
362	0.000167177	7.17384e-06	0.0429116
363	0.000166321	7.13177e-06	0.0428795
364	0.000165468	7.08676e-06	0.0428286
365	0.000164627	7.03931e-06	0.0427593
366	0.000163787	6.98915e-06	0.0426721
367	0.00016296	6.93726e-06	0.0425703
368	0.000162134	6.88388e-06	0.0424579
369	0.00016132	6.8303e-06	0.0423402
370	0.000160516	6.77758e-06	0.0422238
371	0.000159722	6.7269e-06	0.0421163
372	0.000158938	6.67944e-06	0.0420255
373	0.000158163	6.6365e-06	0.0419599
374	0.000157396	6.59923e-06	0.0419275
375	0.000156637	6.56874e-06	0.041936
376	0.000155885	6.54595e-06	0.0419922
377	0.000155139	6.53149e-06	0.042101
378	0.000154407	6.52628e-06	0.0422668
379	0.000153679	6.53007e-06	0.0424917
380	0.000152964	6.54314e-06	0.0427758
381	0.00015225	6.56472e-06	0.043118
382	0.000151547	6.59456e-06	0.0435149
383	0.000150844	6.63136e-06	0.0439617
384	0.000150131	6.67367e-06	0.0444524
385	0.000149443	6.72192e-06	0.0449799
386	0.000148761	6.77408e-06	0.0455366
387	0.000148084	6.82877e-06	0.046114
388	0.000147412	6.88471e-06	0.0467039
389	0.000146742	6.94055e-06	0.0472975
390	0.000146075	6.9951e-06	0.047887
391	0.000145418	7.04769e-06	0.0484649
392	0.000144762	7.0968e-06	0.0490239
393	0.000144105	7.14158e-06	0.049558
394	0.000143457	7.1817e-06	0.0500618
395	0.000142807	7.21606e-06	0.0505302
396	0.000142172	7.24513e-06	0.0509604
397	0.000141525	7.26717e-06	0.051349
398	0.000140883	7.2829e-06	0.0516945
399	0.000140246	7.29222e-06	0.0519958
400	0.000139613	7.29518e-06	0.0522528
401	0.000138983	7.29195e-06	0.0524665
402	0.000138347	7.28233e-06	0.0526381
403	0.000137713	7.26711e-06	0.05277
404	0.00013708	7.24672e-06	0.0528648
405	0.000136448	7.22163e-06	0.0529258
406	0.000135825	7.19283e-06	0.0529567
407	0.000135201	7.16042e-06	0.0529615
408	0.000134583	7.12539e-06	0.052944
409	0.000133956	7.08742e-06	0.0529084
410	0.000133335	7.04796e-06	0.0528589
411	0.000132711	7.00702e-06	0.0527989
412	0.000132084	6.96506e-06	0.052732
413	0.000131461	6.92292e-06	0.0526614
414	0.000130842	6.88085e-06	0.0525891
415	0.000130218	6.83871e-06	0.0525174
416	0.000129597	6.79703e-06	0.0524473
417	0.000128971	6.7555e-06	0.0523799
418	0.000128348	6.7145e-06	0.0523148
419	0.000127727	6.67392e-06	0.0522515
420	0.000127108	6.63373e-06	0.0521896
421	0.000126492	6.59362e-06	0.052127
422	0.00012587	6.55312e-06	0.0520628
423	0.00012525	6.51234e-06	0.0519949
424	0.000124632	6.47113e-06	0.0519218
425	0.000124018	6.42933e-06	0.0518421
426	0.000123413	6.38714e-06	0.0517542
427	0.000122812	6.34413e-06	0.0516574
428	0.000122213	6.30029e-06	0.0515516
429	0.000121618	6.25566e-06	0.0514368
430	0.000121027	6.21039e-06	0.0513141
431	0.000120447	6.16504e-06	0.0511846
432	0.000119871	6.11951e-06	0.0510508
433	0.000119299	6.07416e-06	0.0509153
434	0.000118739	6.0297e-06	0.0507811
435	0.000118183	5.98624e-06	0.0506521
436	0.000117632	5.94419e-06	0.050532
437	0.000117093	5.90437e-06	0.0504248
438	0.000116557	5.86685e-06	0.0503345
439	0.000116033	5.83232e-06	0.0502643
440	0.00011552	5.80117e-06	0.050218
441	0.00011501	5.77323e-06	0.0501976
442	0.00011451	5.74903e-06	0.0502053
443	0.00011402	5.72867e-06	0.0502425
444	0.000113525	5.7114e-06	0.0503094
445	0.000113046	5.69808e-06	0.050405
446	0.000112574	5.68818e-06	0.0505283
447	0.000112109	5.68133e-06	0.0506767
448	0.000111644	5.67686e-06	0.050848
449	0.000111184	5.67459e-06	0.0510381
450	0.000110728	5.6741e-06	0.0512436
451	0.000110276	5.67484e-06	0.0514604
452	0.000109826	5.6763e-06	0.0516843
453	0.000109379	5.67805e-06	0.0519119
454	0.000108932	5.6796e-06	0.052139
455	0.000108485	5.68058e-06	0.0523626
456	0.000108051	5.68132e-06	0.0525799
457	0.000107602	5.68017e-06	0.0527887
458	0.00010715	5.67765e-06	0.0529876
459	0.000106696	5.67362e-06	0.0531755
460	0.000106244	5.6683e-06	0.0533516
461	0.000105788	5.66137e-06	0.053516
462	0.000105327	5.65283e-06	0.0536691
463	0.000104861	5.64274e-06	0.0538114
464	0.00010439	5.63114e-06	0.0539434
465	0.000103919	5.61846e-06	0.0540658
466	0.000103442	5.60438e-06	0.0541788
467	0.000102959	5.58894e-06	0.054283
468	0.000102483	5.57284e-06	0.054378
469	0.000101995	5.555e-06	0.0544634
470	0.000101502	5.53572e-06	0.0545383
471	0.000101009	5.51524e-06	0.0546015
472	0.000100512	5.49314e-06	0.0546518
473	0.00010001	5.46928e-06	0.0546872
474	9.95111e-05	5.44389e-06	0.0547064
475	9.90091e-05	5.41662e-06	0.0547083
476	9.85048e-05	5.38738e-06	0.0546915
477	9.80051e-05	5.35653e-06	0.0546556
478	9.75046e-05	5.32384e-06	0.0546009
479	9.70103e-05	5.28983e-06	0.0545286
480	9.65168e-05	5.25445e-06	0.0544408
481	9.60311e-05	5.21836e-06	0.0543404
482	9.55479e-05	5.18175e-06	0.0542319
483	9.5074e-05	5.14547e-06	0.0541207
484	9.46041e-05	5.10984e-06	0.0540128
485	9.41449e-05	5.07588e-06	0.0539156
486	9.36911e-05	5.04402e-06	0.0538367
487	9.32491e-05	5.01534e-06	0.0537843
488	9.28135e-05	4.99023e-06	0.0537662
489	9.23905e-05	4.96972e-06	0.0537904
490	9.19803e-05	4.95438e-06	0.0538635
491	9.15774e-05	4.94441e-06	0.0539916
492	9.11875e-05	4.94047e-06	0.0541792
493	9.08049e-05	4.94245e-06	0.0544294
494	9.04351e-05	4.95068e-06	0.0547429
495	9.00722e-05	4.96473e-06	0.0551195
496	8.97215e-05	4.98457e-06	0.055556
497	8.93823e-05	5.00976e-06	0.0560487
498	8.90488e-05	5.03938e-06	0.0565912
499	8.87257e-05	5.07308e-06	0.0571772
500	8.84069e-05	5.10972e-06	0.0577978
501	8.80969e-05	5.14881e-06	0.0584448
502	8.77951e-05	5.18954e-06	0.0591097
503	8.74952e-05	5.23075e-06	0.0597832
504	8.72017e-05	5.27195e-06	0.060457
505	8.69084e-05	5.31215e-06	0.0611235
506	8.66197e-05	5.35095e-06	0.0617753
507	8.63347e-05	5.38781e-06	0.0624061
508	8.60475e-05	5.42194e-06	0.063011
509	8.57623e-05	5.45322e-06	0.0635853
510	8.54734e-05	5.48108e-06	0.0641261
511	8.51853e-05	5.50557e-06	0.0646305
512	8.48922e-05	5.52626e-06	0.0650974
513	8.45989e-05	5.54339e-06	0.0655256
514	8.43048e-05	5.55691e-06	0.0659146
515	8.40045e-05	5.56653e-06	0.0662647
516	8.3703e-05	5.5726e-06	0.0665759
517	8.3395e-05	5.57487e-06	0.066849
518	8.30856e-05	5.57372e-06	0.0670841
519	8.27698e-05	5.56891e-06	0.0672819
520	8.24528e-05	5.56083e-06	0.0674426
521	8.21297e-05	5.54916e-06	0.0675658
522	8.18061e-05	5.53435e-06	0.067652
523	8.14772e-05	5.51605e-06	0.0677006
524	8.11484e-05	5.49465e-06	0.0677111
525	8.08154e-05	5.46986e-06	0.0676834
526	8.04836e-05	5.44207e-06	0.0676171
527	8.01486e-05	5.411e-06	0.0675121
528	7.98111e-05	5.37676e-06	0.0673685
529	7.94765e-05	5.33979e-06	0.067187
530	7.91404e-05	5.29995e-06	0.0669689
531	7.88036e-05	5.25745e-06	0.0667158
532	7.84714e-05	5.21287e-06	0.0664302
533	7.81394e-05	5.1662e-06	0.0661152
534	7.78033e-05	5.1175e-06	0.0657749
535	7.74778e-05	5.0681e-06	0.0654136
536	7.71537e-05	5.01784e-06	0.0650369
537	7.68313e-05	4.96719e-06	0.0646506
538	7.65155e-05	4.91699e-06	0.0642614
539	7.62016e-05	4.86742e-06	0.0638756
540	7.58899e-05	4.81903e-06	0.0635004
541	7.55801e-05	4.7724e-06	0.0631435
542	7.52725e-05	4.72794e-06	0.0628111
543	7.49713e-05	4.68649e-06	0.0625105
544	7.46717e-05	4.64818e-06	0.0622482
545	7.43737e-05	4.61335e-06	0.0620293
546	7.40678e-05	4.58174e-06	0.0618587
547	7.3772e-05	4.55471e-06	0.0617404
548	7.34768e-05	4.53179e-06	0.0616765
549	7.3182e-05	4.513e-06	0.0616682
550	7.28872e-05	4.49828e-06	0.0617156
551	7.25922e-05	4.4874e-06	0.0618165
552	7.22968e-05	4.48005e-06	0.0619675
553	7.20007e-05	4.4758e-06	0.0621633
554	7.17037e-05	4.4742e-06	0.0623985
555	7.14012e-05	4.47431e-06	0.0626643
556	7.10977e-05	4.47575e-06	0.0629521
557	7.0793e-05	4.47782e-06	0.0632523
558	7.04916e-05	4.47999e-06	0.0635535
559	7.01805e-05	4.48068e-06	0.0638451
560	6.98685e-05	4.47968e-06	0.0641158
561	6.9556e-05	4.47625e-06	0.0643546
