SFS :
allele count	avg# mutations	standard dev	coeff of variation (aka relative standard deviation)
618	5.51335e-05	1.27137e-06	0.0230598
619	5.49069e-05	1.2568e-06	0.0228896
620	5.46793e-05	1.24297e-06	0.0227319
621	5.44543e-05	1.22997e-06	0.0225871
622	5.42288e-05	1.21771e-06	0.022455
623	5.40062e-05	1.20628e-06	0.0223359
624	5.37836e-05	1.19554e-06	0.0222287
625	5.35643e-05	1.18555e-06	0.0221333
626	5.33453e-05	1.17622e-06	0.0220492
627	5.31268e-05	1.1675e-06	0.0219756
628	5.29091e-05	1.15936e-06	0.0219123
629	5.26924e-05	1.15176e-06	0.0218582
630	5.24768e-05	1.14467e-06	0.0218128
631	5.22627e-05	1.13804e-06	0.0217755
632	5.20501e-05	1.13184e-06	0.0217452
633	5.18395e-05	1.126e-06	0.0217209
634	5.1631e-05	1.12049e-06	0.0217018
635	5.14218e-05	1.11517e-06	0.0216868
636	5.12152e-05	1.11007e-06	0.0216747
637	5.10084e-05	1.10506e-06	0.0216643
638	5.08048e-05	1.10016e-06	0.0216547
639	5.06017e-05	1.09529e-06	0.0216454
640	5.03992e-05	1.09042e-06	0.0216356
641	5.01978e-05	1.08553e-06	0.0216251
642	5.00039e-05	1.08079e-06	0.0216142
643	4.98055e-05	1.07598e-06	0.0216036
644	4.9609e-05	1.07128e-06	0.0215945
645	4.94149e-05	1.06681e-06	0.0215888
646	4.92203e-05	1.06258e-06	0.0215882
647	4.90285e-05	1.0588e-06	0.0215955
648	4.8837e-05	1.05553e-06	0.0216132
649	4.86489e-05	1.05298e-06	0.0216446
650	4.84615e-05	1.05123e-06	0.021692
651	4.82752e-05	1.0504e-06	0.0217585
652	4.80902e-05	1.05058e-06	0.0218461
653	4.79069e-05	1.05187e-06	0.0219565
654	4.77224e-05	1.05424e-06	0.022091
655	4.75429e-05	1.05783e-06	0.02225
656	4.73657e-05	1.06256e-06	0.022433
657	4.71883e-05	1.06829e-06	0.0226388
658	4.70135e-05	1.07498e-06	0.0228654
659	4.6839e-05	1.08247e-06	0.0231106
660	4.66676e-05	1.09068e-06	0.0233712
661	4.64969e-05	1.09937e-06	0.0236439
662	4.6327e-05	1.10838e-06	0.0239252
663	4.61582e-05	1.11755e-06	0.0242114
664	4.59907e-05	1.12673e-06	0.0244991
665	4.58248e-05	1.13576e-06	0.0247848
666	4.56607e-05	1.14452e-06	0.0250659
667	4.54958e-05	1.15285e-06	0.0253397
668	4.53306e-05	1.16065e-06	0.0256041
669	4.5168e-05	1.16794e-06	0.0258578
670	4.50055e-05	1.17462e-06	0.0260995
671	4.48434e-05	1.18068e-06	0.0263289
672	4.46821e-05	1.18613e-06	0.026546
673	4.45219e-05	1.19102e-06	0.0267514
674	4.4363e-05	1.1954e-06	0.0269458
675	4.42058e-05	1.19933e-06	0.0271306
676	4.4048e-05	1.20283e-06	0.0273072
677	4.38924e-05	1.20605e-06	0.0274774
678	4.37423e-05	1.20916e-06	0.0276429
679	4.35871e-05	1.21197e-06	0.0278057
680	4.34326e-05	1.2147e-06	0.0279674
681	4.32792e-05	1.21744e-06	0.0281299
682	4.31272e-05	1.22027e-06	0.0282947
683	4.29769e-05	1.22326e-06	0.0284632
684	4.28261e-05	1.22641e-06	0.0286369
685	4.26776e-05	1.22981e-06	0.0288164
686	4.25293e-05	1.23346e-06	0.0290026
687	4.23814e-05	1.23736e-06	0.0291959
688	4.22343e-05	1.24155e-06	0.0293966
689	4.20883e-05	1.246e-06	0.0296044
690	4.19463e-05	1.2508e-06	0.0298191
691	4.18033e-05	1.25575e-06	0.0300395
692	4.16598e-05	1.26083e-06	0.030265
693	4.15185e-05	1.26606e-06	0.0304939
694	4.13771e-05	1.2713e-06	0.0307246
695	4.1236e-05	1.27646e-06	0.030955
696	4.10953e-05	1.28146e-06	0.0311825
697	4.09554e-05	1.28619e-06	0.0314047
698	4.08164e-05	1.29056e-06	0.0316185
699	4.06762e-05	1.29435e-06	0.0318208
700	4.05373e-05	1.29754e-06	0.0320085
701	4.03977e-05	1.29993e-06	0.0321784
702	4.02574e-05	1.30142e-06	0.0323274
703	4.01168e-05	1.30188e-06	0.0324523
704	3.99761e-05	1.30125e-06	0.0325507
705	3.98355e-05	1.29944e-06	0.0326202
706	3.96929e-05	1.29633e-06	0.0326589
707	3.95485e-05	1.29187e-06	0.0326654
708	3.94051e-05	1.28615e-06	0.0326391
709	3.92605e-05	1.2791e-06	0.0325799
710	3.91151e-05	1.27078e-06	0.0324881
711	3.89668e-05	1.26118e-06	0.0323654
712	3.88184e-05	1.25047e-06	0.0322134
713	3.86679e-05	1.23872e-06	0.0320348
714	3.85157e-05	1.22606e-06	0.0318328
715	3.83646e-05	1.21276e-06	0.0316114
716	3.82127e-05	1.19891e-06	0.0313748
717	3.80582e-05	1.18468e-06	0.031128
718	3.79039e-05	1.17033e-06	0.0308763
719	3.77481e-05	1.15605e-06	0.0306253
720	3.75935e-05	1.14214e-06	0.0303812
721	3.74385e-05	1.12877e-06	0.03015
722	3.72814e-05	1.11613e-06	0.0299379
723	3.7125e-05	1.10452e-06	0.0297513
724	3.69699e-05	1.09417e-06	0.0295964
725	3.68144e-05	1.08525e-06	0.029479
726	3.66638e-05	1.07807e-06	0.0294043
727	3.65095e-05	1.07255e-06	0.0293774
728	3.63566e-05	1.06896e-06	0.029402
729	3.62059e-05	1.06738e-06	0.0294808
730	3.60555e-05	1.06782e-06	0.0296159
731	3.59062e-05	1.07027e-06	0.0298073
732	3.57584e-05	1.07468e-06	0.030054
733	3.56127e-05	1.08095e-06	0.030353
734	3.54695e-05	1.08893e-06	0.0307003
735	3.53273e-05	1.09833e-06	0.03109
736	3.51864e-05	1.10892e-06	0.0315155
737	3.50474e-05	1.1204e-06	0.0319682
738	3.49107e-05	1.13248e-06	0.0324392
739	3.47767e-05	1.14482e-06	0.0329191
740	3.46436e-05	1.15701e-06	0.0333975
741	3.45139e-05	1.16878e-06	0.0338641
742	3.4386e-05	1.17975e-06	0.0343089
743	3.4258e-05	1.1895e-06	0.0347219
744	3.41324e-05	1.19784e-06	0.0350939
745	3.40076e-05	1.20442e-06	0.0354162
746	3.38858e-05	1.20909e-06	0.0356813
747	3.37632e-05	1.21151e-06	0.0358825
748	3.36424e-05	1.21161e-06	0.0360145
749	3.35237e-05	1.20931e-06	0.0360732
750	3.34054e-05	1.20447e-06	0.0360563
751	3.32877e-05	1.19712e-06	0.0359629
752	3.31713e-05	1.18732e-06	0.0357934
753	3.30544e-05	1.17511e-06	0.0355508
754	3.29395e-05	1.16076e-06	0.0352392
755	3.28249e-05	1.14444e-06	0.034865
756	3.27113e-05	1.12646e-06	0.0344363
757	3.25969e-05	1.10709e-06	0.0339629
758	3.24824e-05	1.08675e-06	0.0334566
759	3.23702e-05	1.06595e-06	0.0329301
760	3.22569e-05	1.04506e-06	0.0323979
761	3.21449e-05	1.02463e-06	0.0318753
762	3.20328e-05	1.0051e-06	0.0313772
763	3.19231e-05	9.87038e-07	0.0309192
764	3.18124e-05	9.70782e-07	0.0305158
765	3.17032e-05	9.56802e-07	0.0301799
766	3.15941e-05	9.45358e-07	0.029922
767	3.14856e-05	9.36715e-07	0.0297506
768	3.13781e-05	9.31003e-07	0.0296704
769	3.12722e-05	9.28263e-07	0.0296833
770	3.11665e-05	9.28392e-07	0.0297881
771	3.10614e-05	9.31236e-07	0.0299805
772	3.09575e-05	9.36589e-07	0.0302541
773	3.08532e-05	9.44127e-07	0.0306006
774	3.07453e-05	9.53448e-07	0.0310112
775	3.06418e-05	9.64467e-07	0.0314755
776	3.05375e-05	9.76721e-07	0.0319843
777	3.04347e-05	9.89975e-07	0.0325278
778	3.03321e-05	1.0039e-06	0.0330971
779	3.02282e-05	1.0182e-06	0.0336839
780	3.01255e-05	1.03272e-06	0.0342806
781	3.00225e-05	1.04719e-06	0.0348802
782	2.9918e-05	1.06136e-06	0.0354756
783	2.98143e-05	1.07514e-06	0.0360611
784	2.97103e-05	1.0883e-06	0.0366304
785	2.96065e-05	1.1007e-06	0.0371776
786	2.95017e-05	1.11213e-06	0.0376972
787	2.93966e-05	1.12248e-06	0.0381839
788	2.92918e-05	1.13163e-06	0.0386331
789	2.91882e-05	1.13951e-06	0.0390402
790	2.90845e-05	1.14598e-06	0.0394018
791	2.89806e-05	1.15098e-06	0.0397156
792	2.88773e-05	1.15453e-06	0.0399804
793	2.87745e-05	1.15661e-06	0.0401958
794	2.86728e-05	1.15733e-06	0.0403634
795	2.85723e-05	1.15678e-06	0.0404862
796	2.84727e-05	1.15509e-06	0.0405682
797	2.83739e-05	1.1524e-06	0.0406148
798	2.82757e-05	1.14891e-06	0.0406322
799	2.81798e-05	1.14486e-06	0.040627
800	2.8085e-05	1.14042e-06	0.0406061
801	2.79912e-05	1.13577e-06	0.0405759
802	2.7899e-05	1.13107e-06	0.0405418
803	2.78081e-05	1.12645e-06	0.0405082
804	2.77182e-05	1.12198e-06	0.040478
805	2.76298e-05	1.11769e-06	0.0404525
806	2.75418e-05	1.11355e-06	0.0404312
807	2.74547e-05	1.10951e-06	0.0404123
808	2.73681e-05	1.10548e-06	0.0403928
809	2.72817e-05	1.10133e-06	0.0403689
810	2.71951e-05	1.09696e-06	0.0403366
811	2.71088e-05	1.09225e-06	0.0402913
812	2.70217e-05	1.08708e-06	0.0402299
813	2.69342e-05	1.08138e-06	0.0401492
814	2.6846e-05	1.07512e-06	0.0400477
815	2.6757e-05	1.06826e-06	0.0399246
816	2.66668e-05	1.06083e-06	0.0397811
817	2.65753e-05	1.05289e-06	0.0396189
818	2.64833e-05	1.04454e-06	0.0394416
819	2.63896e-05	1.03587e-06	0.039253
820	2.62945e-05	1.02702e-06	0.0390583
821	2.61985e-05	1.01816e-06	0.0388633
822	2.6101e-05	1.00943e-06	0.0386739
823	2.60028e-05	1.00101e-06	0.0384963
824	2.5904e-05	9.93068e-07	0.0383364
825	2.58041e-05	9.85719e-07	0.0382002
826	2.57038e-05	9.79127e-07	0.0380926
827	2.56036e-05	9.73391e-07	0.0380178
828	2.55027e-05	9.68579e-07	0.0379795
829	2.54022e-05	9.64768e-07	0.0379797
830	2.53016e-05	9.61947e-07	0.0380192
831	2.52019e-05	9.60134e-07	0.0380977
832	2.51026e-05	9.59252e-07	0.0382133
833	2.50046e-05	9.59247e-07	0.0383628
834	2.49099e-05	9.60073e-07	0.0385419
835	2.48139e-05	9.61421e-07	0.0387453
836	2.47193e-05	9.63232e-07	0.0389669
837	2.46262e-05	9.65341e-07	0.0391998
838	2.45341e-05	9.67559e-07	0.0394373
839	2.44439e-05	9.69749e-07	0.0396724
840	2.43551e-05	9.71725e-07	0.0398982
841	2.42679e-05	9.7334e-07	0.0401082
842	2.41822e-05	9.74473e-07	0.0402971
843	2.40984e-05	9.75016e-07	0.0404598
844	2.40158e-05	9.74871e-07	0.0405929
845	2.39345e-05	9.74013e-07	0.0406949
846	2.3854e-05	9.72429e-07	0.0407659
847	2.37757e-05	9.70234e-07	0.0408078
848	2.36985e-05	9.67507e-07	0.0408257
849	2.36223e-05	9.64419e-07	0.0408266
850	2.35474e-05	9.61201e-07	0.0408198
851	2.34732e-05	9.58091e-07	0.0408163
852	2.33999e-05	9.55384e-07	0.0408286
853	2.33268e-05	9.53343e-07	0.040869
854	2.32542e-05	9.52239e-07	0.0409491
855	2.31816e-05	9.52265e-07	0.0410785
856	2.31091e-05	9.53562e-07	0.0412635
857	2.3037e-05	9.56186e-07	0.0415065
858	2.29648e-05	9.60062e-07	0.0418057
859	2.28922e-05	9.65017e-07	0.0421549
860	2.28192e-05	9.7082e-07	0.0425439
861	2.27464e-05	9.77183e-07	0.04296
862	2.26725e-05	9.83725e-07	0.0433885
863	2.25986e-05	9.90155e-07	0.0438148
864	2.25238e-05	9.9612e-07	0.0442252
865	2.24484e-05	1.00137e-06	0.0446078
866	2.23722e-05	1.00572e-06	0.044954
867	2.2295e-05	1.00904e-06	0.0452586
868	2.22172e-05	1.01132e-06	0.0455197
869	2.21386e-05	1.01259e-06	0.0457387
870	2.20585e-05	1.01292e-06	0.0459196
871	2.19781e-05	1.01249e-06	0.0460683
872	2.18965e-05	1.01143e-06	0.0461912
873	2.18144e-05	1.00988e-06	0.0462943
874	2.17311e-05	1.00794e-06	0.0463823
875	2.16471e-05	1.00567e-06	0.0464578
876	2.15617e-05	1.00306e-06	0.0465206
877	2.14756e-05	1.00008e-06	0.0465679
878	2.13882e-05	9.96569e-07	0.0465942
879	2.12996e-05	9.92398e-07	0.0465924
880	2.12104e-05	9.87426e-07	0.0465538
881	2.11202e-05	9.81462e-07	0.0464703
882	2.10292e-05	9.74386e-07	0.0463349
883	2.09371e-05	9.66094e-07	0.0461428
884	2.08448e-05	9.56627e-07	0.0458929
885	2.07521e-05	9.46075e-07	0.0455894
886	2.06595e-05	9.34671e-07	0.0452417
887	2.0567e-05	9.22756e-07	0.0448658
888	2.04752e-05	9.10837e-07	0.0444848
889	2.03842e-05	8.99533e-07	0.0441288
890	2.02948e-05	8.89605e-07	0.0438342
891	2.02069e-05	8.81877e-07	0.0436423
892	2.01216e-05	8.77216e-07	0.0435958
893	2.00388e-05	8.76421e-07	0.0437362
894	1.99582e-05	8.80103e-07	0.0440973
895	1.98817e-05	8.88745e-07	0.0447017
896	1.98087e-05	9.02402e-07	0.0455559
897	1.97392e-05	9.20785e-07	0.0466475
898	1.96726e-05	9.43223e-07	0.0479459
899	1.96094e-05	9.68792e-07	0.0494044
900	1.95495e-05	9.96316e-07	0.0509638
901	1.94926e-05	1.02449e-06	0.052558
902	1.94385e-05	1.05201e-06	0.0541198
903	1.93865e-05	1.0776e-06	0.0555853
904	1.93363e-05	1.1002e-06	0.0568985
905	1.92877e-05	1.11898e-06	0.058015
906	1.92402e-05	1.13334e-06	0.0589049
907	1.91936e-05	1.14306e-06	0.0595541
908	1.91476e-05	1.1482e-06	0.0599657
909	1.91017e-05	1.14913e-06	0.0601582
910	1.90564e-05	1.14653e-06	0.0601652
911	1.90114e-05	1.14128e-06	0.0600313
912	1.89667e-05	1.13436e-06	0.0598079
913	1.89226e-05	1.1268e-06	0.0595481
914	1.8879e-05	1.11954e-06	0.0593007
915	1.88358e-05	1.11328e-06	0.0591043
916	1.87937e-05	1.10851e-06	0.0589828
917	1.87525e-05	1.10532e-06	0.0589426
918	1.87118e-05	1.10349e-06	0.0589727
919	1.8672e-05	1.10252e-06	0.0590467
920	1.86328e-05	1.1017e-06	0.0591272
921	1.85943e-05	1.10026e-06	0.0591716
922	1.85558e-05	1.09735e-06	0.0591377
923	1.85169e-05	1.09231e-06	0.05899
924	1.84773e-05	1.0847e-06	0.0587045
925	1.84368e-05	1.07434e-06	0.0582714
926	1.83947e-05	1.06133e-06	0.0576978
927	1.83509e-05	1.04614e-06	0.0570075
928	1.8305e-05	1.02946e-06	0.0562393
929	1.82565e-05	1.0122e-06	0.0554434
930	1.82046e-05	9.95351e-07	0.0546758
931	1.81503e-05	9.79975e-07	0.0539922
932	1.80931e-05	9.66912e-07	0.0534411
933	1.8033e-05	9.56797e-07	0.053058
934	1.79704e-05	9.49964e-07	0.0528628
935	1.79055e-05	9.46436e-07	0.0528574
936	1.78388e-05	9.45952e-07	0.0530279
937	1.77712e-05	9.48053e-07	0.0533477
938	1.77035e-05	9.52109e-07	0.0537809
939	1.76365e-05	9.57428e-07	0.0542868
940	1.75712e-05	9.63326e-07	0.0548242
941	1.75088e-05	9.69258e-07	0.0553582
942	1.74501e-05	9.74863e-07	0.0558657
943	1.73965e-05	9.80169e-07	0.056343
944	1.73483e-05	9.85572e-07	0.0568109
945	1.7306e-05	9.91897e-07	0.0573151
946	1.72698e-05	1.00024e-06	0.0579182
947	1.72393e-05	1.01168e-06	0.0586845
948	1.72135e-05	1.02691e-06	0.0596574
949	1.71915e-05	1.04589e-06	0.0608379
950	1.71719e-05	1.06764e-06	0.0621737
951	1.7153e-05	1.09026e-06	0.0635611
952	1.7133e-05	1.1113e-06	0.0648628
953	1.71109e-05	1.12819e-06	0.0659343
954	1.70852e-05	1.13872e-06	0.0666498
955	1.70544e-05	1.14135e-06	0.066924
956	1.70184e-05	1.13552e-06	0.0667235
957	1.69772e-05	1.12166e-06	0.0660684
958	1.69317e-05	1.101e-06	0.0650261
959	1.68829e-05	1.07543e-06	0.0636994
960	1.68328e-05	1.04719e-06	0.0622114
961	1.67831e-05	1.01863e-06	0.0606935
962	1.67368e-05	9.92072e-07	0.0592748
963	1.66961e-05	9.69628e-07	0.058075
964	1.6664e-05	9.53138e-07	0.0571974
965	1.66426e-05	9.43974e-07	0.0567202
966	1.66344e-05	9.42927e-07	0.0566854
967	1.66399e-05	9.49962e-07	0.0570893
968	1.66599e-05	9.64293e-07	0.057881
969	1.66945e-05	9.845e-07	0.0589717
970	1.67428e-05	1.00878e-06	0.0602513
971	1.68041e-05	1.03525e-06	0.0616069
972	1.68772e-05	1.06217e-06	0.062935
973	1.69621e-05	1.08807e-06	0.064147
974	1.70592e-05	1.11174e-06	0.0651695
975	1.71701e-05	1.1323e-06	0.0659459
976	1.72974e-05	1.14931e-06	0.0664437
977	1.74447e-05	1.16306e-06	0.0666713
978	1.76155e-05	1.17499e-06	0.066702
979	1.78148e-05	1.18818e-06	0.0666964
980	1.8047e-05	1.20732e-06	0.0668988
981	1.83174e-05	1.23787e-06	0.0675791
982	1.86329e-05	1.28406e-06	0.0689137
983	1.90027e-05	1.34677e-06	0.0708723
984	1.94399e-05	1.42332e-06	0.0732164
985	1.99628e-05	1.51026e-06	0.0756537
986	2.05959e-05	1.60745e-06	0.0780471
987	2.13727e-05	1.72024e-06	0.0804878
988	2.23364e-05	1.85628e-06	0.0831057
989	2.35425e-05	2.01807e-06	0.0857199
990	2.50609e-05	2.19705e-06	0.0876684
991	2.69793e-05	2.37585e-06	0.088062
992	2.94098e-05	2.53901e-06	0.0863319
993	3.25036e-05	2.6892e-06	0.0827355
994	3.64829e-05	2.86558e-06	0.0785459
995	4.1704e-05	3.14911e-06	0.075511
996	4.87856e-05	3.61943e-06	0.0741906
997	5.88852e-05	4.29227e-06	0.0728922
998	7.4381e-05	5.2087e-06	0.0700273
999	0.000100944	6.65519e-06	0.0659293
1000	0.000156887	9.13364e-06	0.058218

number of sites in simulation: 2000000000
compact interval: 30
average number of mutations in simulation: 3.14006e+06
average number of mutations in SFS: 558702
time elapsed (ms): 640.157
